NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_09,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro VI D/E,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_10,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Conventional,NA,PM2.5,0.241,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_10,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Conventional,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_10,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Conventional,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_10,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Conventional,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_10,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Conventional,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_11,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro I,NA,PM2.5,0.15,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_11,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro I,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_09,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro VI D/E,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_22,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro IV,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_15,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro V,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_20,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro II,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_20,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro II,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_20,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro II,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_21,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro III,NA,PM2.5,0.0857,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_21,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro III,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_21,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro III,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_21,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro III,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_20,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro II,NA,PM2.5,0.0991,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_22,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro IV,NA,PM2.5,0.0217,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_19,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro I,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_22,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro IV,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_22,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro IV,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_22,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro IV,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_23,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro V,NA,PM2.5,0.0201,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_23,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro V,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_23,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro V,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_23,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro V,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_23,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro V,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_21,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro III,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_18,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Conventional,NA,PM2.5,0.266,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_16,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI A/B/C,NA,PM2.5,0.00197,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_16,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI A/B/C,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_16,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI A/B/C,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_16,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI A/B/C,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_16,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI A/B/C,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_17,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI D/E,NA,PM2.5,0.00197,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_17,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI D/E,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_17,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI D/E,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_20,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro II,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_17,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI D/E,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_07,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro V,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_18,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Conventional,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_18,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Conventional,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_18,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Conventional,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_18,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Conventional,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_19,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro I,NA,PM2.5,0.166,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_19,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro I,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_19,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro I,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_19,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 12 - 14 t -Euro I,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_17,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid 7.5 - 12 t -Euro VI D/E,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,NH3,0.011,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,Pb,0.00018,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,N2O,0.021,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,Pb,0.00018,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,CO2,1119.076,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,CO,1.944,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,NMVOC,0.056,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,NMVOC,0.062,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,N2O,0.059,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,CO,1.09,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,Pb,0.00018,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,CO2,1106.398,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,CO,0.181,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,NMVOC,0.037,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,NOx,0.408,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,N2O,0.057,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_07,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro V,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_111,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro V,NA,NOx,3.869,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_107,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro I,NA,Pb,0.00018,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_107,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro I,NA,CO2,1143.635,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_107,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro I,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,CO,2.557,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,NMVOC,0.381,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,NOx,12.098,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,N2O,0.014,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_110,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro IV,NA,NOx,6.618,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,CO2,1120.955,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,CO2,1116.041,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,CO,2.777,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,NMVOC,0.326,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,NOx,9.772,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,N2O,0.008,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,NH3,0.003,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,Pb,0.00018,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,CO2,1143.762,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_109,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro III,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_108,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro II,NA,Pb,0.00018,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_05,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro III,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,NH3,0.009,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_03,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro I,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_03,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro I,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_04,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro II,NA,PM2.5,0.0577,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_04,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro II,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_04,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro II,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_04,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro II,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_04,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro II,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_03,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro I,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_05,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro III,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_03,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro I,NA,PM2.5,0.0985,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_05,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro III,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_05,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro III,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_06,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro IV,NA,PM2.5,0.0144,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_06,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro IV,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_06,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro IV,NA,Benzo(k)fluoranthene,6.09E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_06,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro IV,NA,Benzo(b)fluoranthene,5.45E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_06,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro IV,NA,Benzo(a)pyrene,9E-07,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_07,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro V,NA,PM2.5,0.0137,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_05,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Rigid <=7.5 t -Euro III,NA,PM2.5,0.0499,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-22_01,Tier 2 Emission Factor,Heavy-duty vehicles,Gasoline,Petrol >3.5 t -Conventional,NA,"Indeno(1,2,3-cd)pyrene",1.4E-06,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_112,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI A/B/C,NA,CO2 lube,0.486,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,CO,0.181,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,NMVOC,0.035,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,NOx,0.317,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,N2O,0.057,g/km,,,
1.A.3.b.iii,"Road transport, heavy duty vehicles",Table_3-21_113,Tier 2 Emission Factor,Heavy-duty vehicles,Diesel,Diesel Articulated 50 - 60 t -Euro VI D/E,NA,NH3,0.009,g/km,,,
