id,forecast_date,sales_rep,segment,value_gbp,probability,deal_id,stage,close_date,currency,creation_date
UK-REC-00386,2025-07-24,UK_REP_04,Therapeutics,22849.2,1.0,UK-OPP-00386,Closed Won,2025-09-27,GBP,2025-07-24
UK-REC-00387,2025-07-26,UK_REP_01,Vaccines,57105.39,0.84,UK-OPP-00387,Commit,2025-11-15,GBP,2025-07-26
UK-REC-00388,2025-07-27,UK_REP_01,Diagnostics,28682.78,0.53,UK-OPP-00388,Upside,2025-10-21,GBP,2025-07-27
UK-REC-00389,2025-07-27,UK_REP_03,Diagnostics,79344.03,0.63,UK-OPP-00389,Upside,2025-10-18,GBP,2025-07-27
UK-REC-00390,2025-07-28,UK_REP_04,Vaccines,91809.59,0.9,UK-OPP-00390,Commit,2025-09-24,GBP,2025-07-28
UK-REC-00391,2025-07-29,UK_REP_01,Therapeutics,90774.35,0.22,UK-OPP-00391,Pipeline,2025-10-23,GBP,2025-07-29
UK-REC-00392,2025-08-01,UK_REP_04,Vaccines,41500.53,0.7,UK-OPP-00392,Upside,2025-11-08,GBP,2025-08-01
UK-REC-00393,2025-08-05,UK_REP_03,Vaccines,55372.59,0.75,UK-OPP-00393,Upside,2025-09-06,GBP,2025-08-05
UK-REC-00394,2025-08-07,UK_REP_01,Therapeutics,59695.14,0.92,UK-OPP-00394,Commit,2025-09-24,GBP,2025-08-07
UK-REC-00395,2025-08-09,UK_REP_01,Diagnostics,43255.86,0.0,UK-OPP-00395,Closed Lost,2025-11-18,GBP,2025-08-09
UK-REC-00396,2025-08-10,UK_REP_01,Therapeutics,79001.8,0.15,UK-OPP-00396,Pipeline,2025-11-29,GBP,2025-08-10
UK-REC-00397,2025-08-12,UK_REP_03,Therapeutics,11561.3,1.0,UK-OPP-00397,Closed Won,2025-09-29,GBP,2025-08-12
UK-REC-00398,2025-08-12,UK_REP_04,Diagnostics,85951.81,0.91,UK-OPP-00398,Commit,2025-12-03,GBP,2025-08-12
UK-REC-00399,2025-08-13,UK_REP_03,Devices,118278.31,0.0,UK-OPP-00399,Closed Lost,2025-10-04,GBP,2025-08-13
UK-REC-00400,2025-08-13,UK_REP_01,Therapeutics,33139.02,0.15,UK-OPP-00400,Pipeline,2025-11-14,GBP,2025-08-13
UK-REC-00401,2025-08-17,UK_REP_03,Diagnostics,87265.09,0.83,UK-OPP-00401,Commit,2025-10-11,GBP,2025-08-17
UK-REC-00402,2025-08-19,UK_REP_03,Vaccines,9278.78,0.6,UK-OPP-00402,Upside,2025-12-06,GBP,2025-08-19
UK-REC-00403,2025-08-21,UK_REP_02,Vaccines,54749.9,0.26,UK-OPP-00403,Pipeline,2025-10-13,GBP,2025-08-21
UK-REC-00404,2025-08-22,UK_REP_03,Devices,41980.33,0.82,UK-OPP-00404,Commit,2025-10-16,GBP,2025-08-22
UK-REC-00405,2025-08-22,UK_REP_03,Therapeutics,47093.32,0.2,UK-OPP-00405,Pipeline,2025-10-29,GBP,2025-08-22
UK-REC-00406,2025-08-24,UK_REP_04,Devices,17293.35,0.26,UK-OPP-00406,Pipeline,2025-09-29,GBP,2025-08-24
UK-REC-00407,2025-08-29,UK_REP_01,Devices,57259.5,0.69,UK-OPP-00407,Upside,2025-12-09,GBP,2025-08-29
UK-REC-00408,2025-08-30,UK_REP_03,Vaccines,48705.79,0.23,UK-OPP-00408,Pipeline,2025-11-15,GBP,2025-08-30
UK-REC-00409,2025-08-31,UK_REP_04,Diagnostics,97211.31,0.92,UK-OPP-00409,Commit,2025-10-23,GBP,2025-08-31
UK-REC-00410,2025-09-01,UK_REP_02,Therapeutics,105653.35,1.0,UK-OPP-00410,Closed Won,2025-12-02,GBP,2025-09-01
UK-REC-00411,2025-09-02,UK_REP_03,Devices,107204.95,0.91,UK-OPP-00411,Commit,2025-11-20,GBP,2025-09-02
UK-REC-00412,2025-09-04,UK_REP_02,Devices,68590.94,0.66,UK-OPP-00412,Upside,2025-12-04,GBP,2025-09-04
UK-REC-00413,2025-09-07,UK_REP_04,Devices,80553.0,0.3,UK-OPP-00413,Pipeline,2026-01-02,GBP,2025-09-07
UK-REC-00414,2025-09-11,UK_REP_01,Vaccines,87968.59,0.89,UK-OPP-00414,Commit,2025-11-22,GBP,2025-09-11
UK-REC-00415,2025-09-12,UK_REP_02,Diagnostics,63432.94,1.0,UK-OPP-00415,Closed Won,2025-11-21,GBP,2025-09-12
UK-REC-00416,2025-09-14,UK_REP_02,Devices,63650.16,1.0,UK-OPP-00416,Closed Won,2025-11-01,GBP,2025-09-14
UK-REC-00417,2025-09-15,UK_REP_03,Vaccines,36811.63,0.56,UK-OPP-00417,Upside,2025-11-15,GBP,2025-09-15
UK-REC-00418,2025-09-16,UK_REP_03,Vaccines,50281.19,1.0,UK-OPP-00418,Closed Won,2025-12-19,GBP,2025-09-16
UK-REC-00419,2025-09-16,UK_REP_01,Therapeutics,69302.73,0.1,UK-OPP-00419,Pipeline,2025-10-22,GBP,2025-09-16
UK-REC-00420,2025-09-17,UK_REP_02,Diagnostics,67056.76,1.0,UK-OPP-00420,Closed Won,2025-12-09,GBP,2025-09-17
UK-REC-00421,2025-09-20,UK_REP_03,Diagnostics,104203.1,0.32,UK-OPP-00421,Pipeline,2025-11-01,GBP,2025-09-20
UK-REC-00422,2025-09-22,UK_REP_03,Therapeutics,15109.7,1.0,UK-OPP-00422,Closed Won,2025-11-17,GBP,2025-09-22
UK-REC-00423,2025-09-27,UK_REP_03,Vaccines,84699.64,0.0,UK-OPP-00423,Closed Lost,2025-12-26,GBP,2025-09-27
UK-REC-00424,2025-09-28,UK_REP_02,Devices,66002.63,0.57,UK-OPP-00424,Upside,2025-12-30,GBP,2025-09-28
UK-REC-00425,2025-09-29,UK_REP_04,Diagnostics,83615.92,0.14,UK-OPP-00425,Pipeline,2025-11-12,GBP,2025-09-29
UK-REC-00426,2025-09-30,UK_REP_02,Diagnostics,102831.32,0.55,UK-OPP-00426,Upside,2025-11-26,GBP,2025-09-30
UK-REC-00427,2025-10-06,UK_REP_01,Therapeutics,94368.25,0.71,UK-OPP-00427,Upside,2026-01-01,GBP,2025-10-06
UK-REC-00428,2025-10-06,UK_REP_01,Devices,39260.17,0.0,UK-OPP-00428,Closed Lost,2025-12-15,GBP,2025-10-06
UK-REC-00429,2025-10-06,UK_REP_04,Therapeutics,141409.11,0.2,UK-OPP-00429,Pipeline,2025-12-06,GBP,2025-10-06
UK-REC-00430,2025-10-07,UK_REP_04,Diagnostics,154577.74,0.38,UK-OPP-00430,Pipeline,2025-11-17,GBP,2025-10-07
UK-REC-00431,2025-10-10,UK_REP_01,Diagnostics,100053.75,1.0,UK-OPP-00431,Closed Won,2026-01-22,GBP,2025-10-10
UK-REC-00432,2025-10-10,UK_REP_04,Vaccines,46243.03,0.85,UK-OPP-00432,Commit,2025-12-03,GBP,2025-10-10
UK-REC-00433,2025-10-10,UK_REP_01,Vaccines,147412.48,0.2,UK-OPP-00433,Pipeline,2025-12-05,GBP,2025-10-10
UK-REC-00434,2025-10-13,UK_REP_01,Vaccines,140942.88,0.19,UK-OPP-00434,Pipeline,2025-11-24,GBP,2025-10-13
UK-REC-00435,2025-10-14,UK_REP_02,Therapeutics,31136.68,0.17,UK-OPP-00435,Pipeline,2025-11-24,GBP,2025-10-14
UK-REC-00436,2025-10-19,UK_REP_03,Vaccines,97913.88,0.0,UK-OPP-00436,Closed Lost,2025-12-04,GBP,2025-10-19
UK-REC-00437,2025-10-20,UK_REP_04,Diagnostics,118539.39,0.0,UK-OPP-00437,Closed Lost,2026-01-07,GBP,2025-10-20
UK-REC-00438,2025-10-22,UK_REP_01,Vaccines,114342.27,0.0,UK-OPP-00438,Closed Lost,2026-01-05,GBP,2025-10-22
UK-REC-00439,2025-10-25,UK_REP_04,Devices,82128.51,0.92,UK-OPP-00439,Commit,2026-01-10,GBP,2025-10-25
UK-REC-00440,2025-10-27,UK_REP_03,Vaccines,50253.63,0.15,UK-OPP-00440,Pipeline,2026-02-03,GBP,2025-10-27
UK-REC-00441,2025-11-05,UK_REP_01,Therapeutics,99938.68,1.0,UK-OPP-00441,Closed Won,2025-12-28,GBP,2025-11-05
UK-REC-00442,2025-11-06,UK_REP_04,Vaccines,122428.82,0.33,UK-OPP-00442,Pipeline,2026-02-12,GBP,2025-11-06
UK-REC-00443,2025-11-06,UK_REP_03,Therapeutics,73143.05,0.34,UK-OPP-00443,Pipeline,2026-01-23,GBP,2025-11-06
UK-REC-00444,2025-11-06,UK_REP_01,Diagnostics,21149.94,0.4,UK-OPP-00444,Pipeline,2026-01-09,GBP,2025-11-06
UK-REC-00445,2025-11-10,UK_REP_02,Vaccines,69305.49,0.0,UK-OPP-00445,Closed Lost,2026-01-20,GBP,2025-11-10
UK-REC-00446,2025-11-11,UK_REP_02,Vaccines,146933.25,0.36,UK-OPP-00446,Pipeline,2026-02-01,GBP,2025-11-11
UK-REC-00447,2025-11-11,UK_REP_01,Diagnostics,143252.93,0.22,UK-OPP-00447,Pipeline,2026-01-10,GBP,2025-11-11
UK-REC-00448,2025-11-11,UK_REP_04,Therapeutics,45039.81,0.18,UK-OPP-00448,Pipeline,2026-02-27,GBP,2025-11-11
UK-REC-00449,2025-11-14,UK_REP_01,Devices,31122.41,0.42,UK-OPP-00449,Pipeline,2026-02-18,GBP,2025-11-14
UK-REC-00450,2025-11-17,UK_REP_03,Diagnostics,109978.65,0.68,UK-OPP-00450,Upside,2025-12-21,GBP,2025-11-17
UK-REC-00451,2025-11-25,UK_REP_04,Devices,46457.47,1.0,UK-OPP-00451,Closed Won,2026-02-25,GBP,2025-11-25
UK-REC-00452,2025-11-26,UK_REP_01,Therapeutics,57482.22,0.54,UK-OPP-00452,Upside,2026-01-11,GBP,2025-11-26
UK-REC-00453,2025-11-26,UK_REP_04,Diagnostics,99668.69,1.0,UK-OPP-00453,Closed Won,2026-01-09,GBP,2025-11-26
UK-REC-00454,2025-11-26,UK_REP_03,Diagnostics,139700.49,0.0,UK-OPP-00454,Closed Lost,2026-02-21,GBP,2025-11-26
UK-REC-00455,2025-11-27,UK_REP_01,Devices,34176.3,0.37,UK-OPP-00455,Pipeline,2026-01-07,GBP,2025-11-27
UK-REC-00456,2025-11-27,UK_REP_04,Vaccines,71768.58,0.0,UK-OPP-00456,Closed Lost,2026-01-28,GBP,2025-11-27
UK-REC-00457,2025-11-27,UK_REP_02,Vaccines,150847.61,0.27,UK-OPP-00457,Pipeline,2026-03-11,GBP,2025-11-27
UK-REC-00458,2025-11-28,UK_REP_03,Therapeutics,23390.37,1.0,UK-OPP-00458,Closed Won,2026-03-08,GBP,2025-11-28
UK-REC-00459,2025-11-28,UK_REP_02,Therapeutics,40649.44,1.0,UK-OPP-00459,Closed Won,2026-01-09,GBP,2025-11-28
UK-REC-00460,2025-11-28,UK_REP_01,Therapeutics,136982.02,1.0,UK-OPP-00460,Closed Won,2026-03-11,GBP,2025-11-28
UK-REC-00461,2025-12-01,UK_REP_01,Diagnostics,56768.04,0.87,UK-OPP-00461,Commit,2026-01-05,GBP,2025-12-01
UK-REC-00462,2025-12-03,UK_REP_03,Diagnostics,51837.6,1.0,UK-OPP-00462,Closed Won,2026-01-29,GBP,2025-12-03
UK-REC-00463,2025-12-03,UK_REP_02,Therapeutics,111059.11,0.0,UK-OPP-00463,Closed Lost,2026-03-28,GBP,2025-12-03
UK-REC-00464,2025-12-03,UK_REP_01,Therapeutics,51675.27,0.69,UK-OPP-00464,Upside,2026-01-24,GBP,2025-12-03
UK-REC-00465,2025-12-05,UK_REP_04,Devices,142353.91,0.63,UK-OPP-00465,Upside,2026-03-03,GBP,2025-12-05
UK-REC-00466,2025-12-05,UK_REP_01,Devices,93750.96,0.53,UK-OPP-00466,Upside,2026-01-15,GBP,2025-12-05
UK-REC-00467,2025-12-05,UK_REP_02,Devices,17780.92,0.93,UK-OPP-00467,Commit,2026-01-16,GBP,2025-12-05
UK-REC-00468,2025-12-06,UK_REP_01,Devices,138344.67,0.33,UK-OPP-00468,Pipeline,2026-03-04,GBP,2025-12-06
UK-REC-00469,2025-12-08,UK_REP_02,Diagnostics,92710.16,0.0,UK-OPP-00469,Closed Lost,2026-04-06,GBP,2025-12-08
UK-REC-00470,2025-12-12,UK_REP_04,Vaccines,128186.66,1.0,UK-OPP-00470,Closed Won,2026-02-03,GBP,2025-12-12
UK-REC-00471,2025-12-13,UK_REP_03,Vaccines,119942.17,0.9,UK-OPP-00471,Commit,2026-01-13,GBP,2025-12-13
UK-REC-00472,2025-12-15,UK_REP_01,Therapeutics,85888.35,0.81,UK-OPP-00472,Commit,2026-02-16,GBP,2025-12-15
UK-REC-00473,2025-12-16,UK_REP_03,Devices,151163.07,1.0,UK-OPP-00473,Closed Won,2026-01-15,GBP,2025-12-16
UK-REC-00474,2025-12-18,UK_REP_03,Vaccines,102480.7,0.33,UK-OPP-00474,Pipeline,2026-02-07,GBP,2025-12-18
UK-REC-00475,2025-12-20,UK_REP_01,Diagnostics,104850.93,1.0,UK-OPP-00475,Closed Won,2026-03-12,GBP,2025-12-20
UK-REC-00476,2025-12-28,UK_REP_01,Vaccines,58170.83,1.0,UK-OPP-00476,Closed Won,2026-02-04,GBP,2025-12-28
UK-REC-00477,2025-12-28,UK_REP_01,Vaccines,59134.62,0.84,UK-OPP-00477,Commit,2026-04-01,GBP,2025-12-28
UK-REC-00478,2025-12-28,UK_REP_02,Vaccines,50386.14,0.0,UK-OPP-00478,Closed Lost,2026-04-24,GBP,2025-12-28
UK-REC-00479,2025-12-29,UK_REP_04,Devices,54461.41,1.0,UK-OPP-00479,Closed Won,2026-03-27,GBP,2025-12-29
UK-REC-00480,2026-01-03,UK_REP_03,Diagnostics,12918.02,1.0,UK-OPP-00480,Closed Won,2026-04-19,GBP,2026-01-03
UK-REC-00481,2026-01-06,UK_REP_03,Vaccines,121548.02,0.87,UK-OPP-00481,Commit,2026-03-01,GBP,2026-01-06
UK-REC-00482,2026-01-08,UK_REP_04,Vaccines,13516.35,0.89,UK-OPP-00482,Commit,2026-03-13,GBP,2026-01-08
UK-REC-00483,2026-01-10,UK_REP_03,Vaccines,100937.81,0.41,UK-OPP-00483,Pipeline,2026-03-30,GBP,2026-01-10
UK-REC-00484,2026-01-11,UK_REP_03,Vaccines,23091.57,0.73,UK-OPP-00484,Upside,2026-02-11,GBP,2026-01-11
UK-REC-00485,2026-01-12,UK_REP_04,Diagnostics,102155.43,0.6,UK-OPP-00485,Upside,2026-03-24,GBP,2026-01-12
UK-REC-00486,2026-01-19,UK_REP_04,Therapeutics,104414.59,0.3,UK-OPP-00486,Pipeline,2026-03-15,GBP,2026-01-19
UK-REC-00487,2026-01-19,UK_REP_02,Diagnostics,111247.51,0.63,UK-OPP-00487,Upside,2026-05-08,GBP,2026-01-19
UK-REC-00488,2026-01-20,UK_REP_02,Diagnostics,35643.26,0.81,UK-OPP-00488,Commit,2026-03-08,GBP,2026-01-20
UK-REC-00489,2026-01-24,UK_REP_01,Diagnostics,33534.43,0.7,UK-OPP-00489,Upside,2026-03-16,GBP,2026-01-24
UK-REC-00490,2026-01-26,UK_REP_02,Vaccines,9906.85,0.0,UK-OPP-00490,Closed Lost,2026-04-04,GBP,2026-01-26
UK-REC-00491,2026-01-27,UK_REP_03,Diagnostics,105629.2,1.0,UK-OPP-00491,Closed Won,2026-04-01,GBP,2026-01-27
UK-REC-00492,2026-01-28,UK_REP_01,Vaccines,12481.12,0.73,UK-OPP-00492,Upside,2026-04-23,GBP,2026-01-28
UK-REC-00493,2026-01-29,UK_REP_03,Vaccines,121995.46,1.0,UK-OPP-00493,Closed Won,2026-05-15,GBP,2026-01-29
UK-REC-00494,2026-01-30,UK_REP_03,Therapeutics,59797.18,0.43,UK-OPP-00494,Pipeline,2026-04-11,GBP,2026-01-30
UK-REC-00495,2026-01-31,UK_REP_04,Vaccines,40115.55,0.17,UK-OPP-00495,Pipeline,2026-03-12,GBP,2026-01-31
UK-REC-00496,2026-02-02,UK_REP_01,Therapeutics,47084.05,0.0,UK-OPP-00496,Closed Lost,2026-04-16,GBP,2026-02-02
UK-REC-00497,2026-02-09,UK_REP_04,Devices,50276.49,1.0,UK-OPP-00497,Closed Won,2026-05-30,GBP,2026-02-09
UK-REC-00498,2026-02-10,UK_REP_04,Devices,122689.89,1.0,UK-OPP-00498,Closed Won,2026-03-27,GBP,2026-02-10
UK-REC-00499,2026-02-11,UK_REP_04,Devices,105026.58,0.6,UK-OPP-00499,Upside,2026-04-21,GBP,2026-02-11
UK-REC-00500,2026-02-14,UK_REP_04,Devices,75467.57,0.42,UK-OPP-00500,Pipeline,2026-03-27,GBP,2026-02-14
UK-REC-00501,2026-02-17,UK_REP_01,Devices,35738.52,0.83,UK-OPP-00501,Commit,2026-04-18,GBP,2026-02-17
UK-REC-00502,2026-02-17,UK_REP_01,Devices,113452.01,0.0,UK-OPP-00502,Closed Lost,2026-05-21,GBP,2026-02-17
UK-REC-00503,2026-02-18,UK_REP_04,Therapeutics,57762.96,0.52,UK-OPP-00503,Upside,2026-06-13,GBP,2026-02-18
UK-REC-00504,2026-02-21,UK_REP_04,Therapeutics,18558.36,0.94,UK-OPP-00504,Commit,2026-05-19,GBP,2026-02-21
UK-REC-00505,2026-02-25,UK_REP_01,Therapeutics,43574.3,0.8,UK-OPP-00505,Commit,2026-05-16,GBP,2026-02-25
UK-REC-00506,2026-03-01,UK_REP_01,Therapeutics,64266.78,0.0,UK-OPP-00506,Closed Lost,2026-06-16,GBP,2026-03-01
UK-REC-00507,2026-03-05,UK_REP_03,Vaccines,95779.53,0.86,UK-OPP-00507,Commit,2026-04-25,GBP,2026-03-05
UK-REC-00508,2026-03-06,UK_REP_02,Diagnostics,94939.14,0.85,UK-OPP-00508,Commit,2026-05-28,GBP,2026-03-06
UK-REC-00509,2026-03-06,UK_REP_02,Vaccines,100166.86,0.9,UK-OPP-00509,Commit,2026-05-04,GBP,2026-03-06
UK-REC-00510,2026-03-11,UK_REP_02,Diagnostics,62130.22,0.88,UK-OPP-00510,Commit,2026-06-25,GBP,2026-03-11
UK-REC-00511,2026-03-14,UK_REP_01,Diagnostics,51381.08,1.0,UK-OPP-00511,Closed Won,2026-05-28,GBP,2026-03-14
UK-REC-00512,2026-03-15,UK_REP_04,Devices,78964.79,0.62,UK-OPP-00512,Upside,2026-05-03,GBP,2026-03-15
UK-REC-00513,2026-03-21,UK_REP_01,Devices,106922.32,1.0,UK-OPP-00513,Closed Won,2026-07-13,GBP,2026-03-21
UK-REC-00514,2026-03-23,UK_REP_03,Vaccines,98846.55,0.91,UK-OPP-00514,Commit,2026-07-21,GBP,2026-03-23
UK-REC-00515,2026-03-27,UK_REP_02,Therapeutics,97283.94,0.67,UK-OPP-00515,Upside,2026-05-04,GBP,2026-03-27
UK-REC-00516,2026-03-27,UK_REP_04,Therapeutics,47887.85,0.9,UK-OPP-00516,Commit,2026-07-10,GBP,2026-03-27
UK-REC-00517,2026-03-30,UK_REP_01,Devices,92655.91,0.93,UK-OPP-00517,Commit,2026-07-15,GBP,2026-03-30
UK-REC-00518,2026-03-30,UK_REP_01,Vaccines,125585.0,0.34,UK-OPP-00518,Pipeline,2026-07-02,GBP,2026-03-30
UK-REC-00519,2026-03-31,UK_REP_02,Vaccines,123516.24,0.14,UK-OPP-00519,Pipeline,2026-07-21,GBP,2026-03-31
UK-REC-00520,2026-04-07,UK_REP_03,Diagnostics,16970.86,0.66,UK-OPP-00520,Upside,2026-06-25,GBP,2026-04-07
UK-REC-00521,2026-04-15,UK_REP_04,Devices,27446.78,1.0,UK-OPP-00521,Closed Won,2026-06-06,GBP,2026-04-15
UK-REC-00522,2026-04-15,UK_REP_02,Diagnostics,76062.04,0.8,UK-OPP-00522,Commit,2026-07-18,GBP,2026-04-15
UK-REC-00523,2026-04-18,UK_REP_01,Vaccines,45602.52,1.0,UK-OPP-00523,Closed Won,2026-07-16,GBP,2026-04-18
UK-REC-00524,2026-04-18,UK_REP_02,Vaccines,24448.26,1.0,UK-OPP-00524,Closed Won,2026-06-18,GBP,2026-04-18
UK-REC-00525,2026-04-20,UK_REP_01,Diagnostics,123511.07,0.62,UK-OPP-00525,Upside,2026-08-03,GBP,2026-04-20
UK-REC-00526,2026-04-20,UK_REP_02,Devices,108431.29,0.84,UK-OPP-00526,Commit,2026-08-03,GBP,2026-04-20
UK-REC-00527,2026-04-21,UK_REP_01,Diagnostics,67205.06,0.54,UK-OPP-00527,Upside,2026-07-06,GBP,2026-04-21
UK-REC-00528,2026-04-25,UK_REP_04,Vaccines,72640.85,0.4,UK-OPP-00528,Pipeline,2026-05-30,GBP,2026-04-25
UK-REC-00529,2026-04-29,UK_REP_03,Devices,38286.27,0.0,UK-OPP-00529,Closed Lost,2026-06-05,GBP,2026-04-29
UK-REC-00530,2026-04-30,UK_REP_04,Therapeutics,9768.58,1.0,UK-OPP-00530,Closed Won,2026-07-05,GBP,2026-04-30
UK-REC-00531,2026-05-05,UK_REP_02,Vaccines,108234.5,1.0,UK-OPP-00531,Closed Won,2026-07-18,GBP,2026-05-05
UK-REC-00532,2026-05-07,UK_REP_04,Therapeutics,76449.74,0.93,UK-OPP-00532,Commit,2026-08-01,GBP,2026-05-07
UK-REC-00533,2026-05-08,UK_REP_04,Devices,84640.33,0.73,UK-OPP-00533,Upside,2026-07-17,GBP,2026-05-08
UK-REC-00534,2026-05-09,UK_REP_03,Vaccines,23730.62,1.0,UK-OPP-00534,Closed Won,2026-07-07,GBP,2026-05-09
UK-REC-00535,2026-05-11,UK_REP_01,Therapeutics,117429.15,0.17,UK-OPP-00535,Pipeline,2026-08-23,GBP,2026-05-11
UK-REC-00536,2026-05-13,UK_REP_04,Vaccines,35325.88,0.86,UK-OPP-00536,Commit,2026-06-21,GBP,2026-05-13
UK-REC-00537,2026-05-13,UK_REP_03,Vaccines,99589.82,0.73,UK-OPP-00537,Upside,2026-08-04,GBP,2026-05-13
UK-REC-00538,2026-05-14,UK_REP_03,Devices,63086.37,0.81,UK-OPP-00538,Commit,2026-08-07,GBP,2026-05-14
UK-REC-00539,2026-05-14,UK_REP_01,Therapeutics,102417.81,0.6,UK-OPP-00539,Upside,2026-07-23,GBP,2026-05-14
UK-REC-00540,2026-05-16,UK_REP_02,Devices,72539.77,0.14,UK-OPP-00540,Pipeline,2026-07-27,GBP,2026-05-16
UK-REC-00541,2026-05-19,UK_REP_04,Vaccines,88787.92,0.93,UK-OPP-00541,Commit,2026-07-04,GBP,2026-05-19
UK-REC-00542,2026-05-20,UK_REP_03,Vaccines,116032.29,0.12,UK-OPP-00542,Pipeline,2026-07-04,GBP,2026-05-20
UK-REC-00543,2026-05-20,UK_REP_03,Diagnostics,32944.55,1.0,UK-OPP-00543,Closed Won,2026-09-06,GBP,2026-05-20
UK-REC-00544,2026-05-21,UK_REP_02,Vaccines,82005.03,0.27,UK-OPP-00544,Pipeline,2026-08-07,GBP,2026-05-21
UK-REC-00545,2026-05-22,UK_REP_02,Therapeutics,116661.76,0.59,UK-OPP-00545,Upside,2026-09-13,GBP,2026-05-22
UK-REC-00546,2026-05-23,UK_REP_03,Therapeutics,85269.73,1.0,UK-OPP-00546,Closed Won,2026-09-04,GBP,2026-05-23
UK-REC-00547,2026-05-23,UK_REP_04,Therapeutics,90546.56,0.43,UK-OPP-00547,Pipeline,2026-08-14,GBP,2026-05-23
UK-REC-00548,2026-05-24,UK_REP_04,Vaccines,69871.36,0.8,UK-OPP-00548,Commit,2026-08-19,GBP,2026-05-24
UK-REC-00549,2026-05-29,UK_REP_03,Diagnostics,49900.98,0.42,UK-OPP-00549,Pipeline,2026-07-25,GBP,2026-05-29
UK-REC-00550,2026-05-30,UK_REP_01,Vaccines,76257.39,0.92,UK-OPP-00550,Commit,2026-08-04,GBP,2026-05-30
UK-REC-00551,2026-06-02,UK_REP_01,Diagnostics,82046.96,0.24,UK-OPP-00551,Pipeline,2026-08-28,GBP,2026-06-02
UK-REC-00552,2026-06-03,UK_REP_02,Devices,42721.16,0.61,UK-OPP-00552,Upside,2026-07-07,GBP,2026-06-03
UK-REC-00553,2026-06-06,UK_REP_03,Devices,109225.33,1.0,UK-OPP-00553,Closed Won,2026-09-25,GBP,2026-06-06
UK-REC-00554,2026-06-07,UK_REP_02,Vaccines,110031.09,0.94,UK-OPP-00554,Commit,2026-07-22,GBP,2026-06-07
UK-REC-00555,2026-06-08,UK_REP_02,Devices,73134.57,1.0,UK-OPP-00555,Closed Won,2026-09-01,GBP,2026-06-08
UK-REC-00556,2026-06-09,UK_REP_01,Devices,93524.32,1.0,UK-OPP-00556,Closed Won,2026-07-20,GBP,2026-06-09
UK-REC-00557,2026-06-09,UK_REP_03,Vaccines,76819.5,1.0,UK-OPP-00557,Closed Won,2026-09-21,GBP,2026-06-09
UK-REC-00558,2026-06-12,UK_REP_01,Vaccines,72001.27,0.17,UK-OPP-00558,Pipeline,2026-07-21,GBP,2026-06-12
UK-REC-00559,2026-06-14,UK_REP_01,Devices,10960.66,1.0,UK-OPP-00559,Closed Won,2026-09-18,GBP,2026-06-14
UK-REC-00560,2026-06-15,UK_REP_04,Therapeutics,92190.75,0.89,UK-OPP-00560,Commit,2026-08-02,GBP,2026-06-15
UK-REC-00561,2026-06-16,UK_REP_01,Diagnostics,37973.68,0.25,UK-OPP-00561,Pipeline,2026-09-18,GBP,2026-06-16
UK-REC-00562,2026-06-21,UK_REP_03,Vaccines,75856.62,0.25,UK-OPP-00562,Pipeline,2026-09-14,GBP,2026-06-21
UK-REC-00563,2026-06-22,UK_REP_01,Therapeutics,109255.52,0.32,UK-OPP-00563,Pipeline,2026-08-12,GBP,2026-06-22
UK-REC-00564,2026-06-24,UK_REP_04,Therapeutics,70692.64,0.52,UK-OPP-00564,Upside,2026-09-25,GBP,2026-06-24
UK-REC-00565,2026-06-24,UK_REP_03,Therapeutics,117510.46,0.12,UK-OPP-00565,Pipeline,2026-09-05,GBP,2026-06-24
